"Epoch","Iteration","Loss","Success"
"0","0","0.1167","0.19920000000000002"
"0","1","0.1076","0.2832"
"0","2","0.1102","0.2734"
"0","3","0.1163","0.3145"
"0","4","0.1222","0.33399999999999996"
"0","5","0.1288","0.42969999999999997"
"0","6","0.1273","0.4727"
"0","7","0.1242","0.4746"
"0","8","0.1243","0.5254"
"0","9","0.1216","0.5136999999999999"
"0","10","0.119","0.5761999999999999"
"0","11","0.1158","0.5898"
"0","12","0.1109","0.5508"
"0","13","0.1139","0.5938"
"0","14","0.1106","0.5703"
"0","15","0.1103","0.627"
"0","16","0.1086","0.6445000000000001"
"0","17","0.104","0.6191"
"0","18","0.1155","0.6406000000000001"
"0","19","0.1068","0.623"
"0","20","0.1062","0.6426000000000001"
"0","21","0.1025","0.6581999999999999"
"0","22","0.0983","0.6172"
"0","23","0.0985","0.6406000000000001"
"0","24","0.0998","0.625"
"0","25","0.0975","0.6172"
"0","26","0.0973","0.625"
"0","27","0.0926","0.6855"
"0","28","0.101","0.6191"
"0","29","0.0982","0.6445000000000001"
"0","30","0.101","0.6406000000000001"
"0","31","0.0959","0.6504000000000001"
"0","32","0.0999","0.6758"
"0","33","0.0914","0.6816"
"0","34","0.0973","0.6406000000000001"
"0","35","0.0963","0.6289"
"0","36","0.103","0.6777"
"0","37","0.0992","0.6445000000000001"
"0","38","0.092","0.6855"
"0","39","0.094","0.6309"
"0","40","0.0974","0.6698999999999999"
"0","41","0.0966","0.6738"
"0","42","0.0938","0.6679999999999999"
"0","43","0.0881","0.6895"
"0","44","0.0909","0.6914"
"0","45","0.0889","0.6934"
"0","46","0.0973","0.6659999999999999"
"0","47","0.0919","0.6698999999999999"
"0","48","0.0985","0.627"
"0","49","0.0944","0.7012"
"0","50","0.0914","0.6718999999999999"
"0","51","0.0982","0.6367"
"0","52","0.0964","0.7012"
"0","53","0.0953","0.627"
"0","54","0.1045","0.6406000000000001"
"0","55","0.0953","0.6211"
"0","56","0.1004","0.6875"
"0","57","0.098","0.6816"
"0","58","0.0915","0.6758"
"0","59","0.0961","0.6973"
"0","60","0.0928","0.6875"
"0","61","0.0961","0.7168000000000001"
"0","62","0.0938","0.6992"
"0","63","0.0913","0.7012"
"0","64","0.0951","0.7168000000000001"
"0","65","0.0956","0.6679999999999999"
"0","66","0.0921","0.6620999999999999"
"0","67","0.0968","0.6562"
"0","68","0.0964","0.6914"
"0","69","0.0888","0.7012"
"0","70","0.0948","0.6679999999999999"
"0","71","0.0958","0.6620999999999999"
"0","72","0.1003","0.7227"
"0","73","0.0951","0.7265999999999999"
"0","74","0.095","0.6973"
"0","75","0.0913","0.7109000000000001"
"0","76","0.0971","0.7383"
"0","77","0.0939","0.7284999999999999"
"0","78","0.0882","0.6914"
"0","79","0.0928","0.7206999999999999"
"0","80","0.084","0.752"
"0","81","0.091","0.7402"
"0","82","0.0875","0.7012"
"0","83","0.0903","0.7304999999999999"
"0","84","0.0933","0.6934"
"0","85","0.0951","0.7148"
"0","86","0.103","0.7363"
"0","87","0.0872","0.7265999999999999"
"0","88","0.0931","0.7031000000000001"
"0","89","0.0903","0.6934"
"0","90","0.097","0.7012"
"0","91","0.0884","0.7206999999999999"
"0","92","0.0913","0.7168000000000001"
"0","93","0.0959","0.6386999999999999"
"0","94","0.0954","0.7343999999999999"
"0","95","0.0877","0.6895"
"0","96","0.0937","0.7402"
"0","97","0.0921","0.6953"
"0","98","0.0937","0.7031000000000001"
"0","99","0.0943","0.6797"
"0","100","0.0983","0.7323999999999999"
"0","101","0.0999","0.7129000000000001"
"0","102","0.0942","0.7129000000000001"
"0","103","0.0905","0.6992"
"0","104","0.0916","0.7461"
"0","105","0.0869","0.7539"
"0","106","0.0882","0.7265999999999999"
"0","107","0.0895","0.7304999999999999"
"0","108","0.0881","0.7284999999999999"
"0","109","0.092","0.7012"
"0","110","0.0927","0.6973"
"0","111","0.094","0.7284999999999999"
"0","112","0.0986","0.7070000000000001"
"0","113","0.093","0.6953"
"0","114","0.1019","0.7148"
"0","115","0.0954","0.6934"
"0","116","0.0919","0.7578"
"1","117","0.0878","0.7168000000000001"
"1","118","0.0959","0.7168000000000001"
"1","119","0.09","0.7383"
"1","120","0.086","0.6679999999999999"
"1","121","0.1017","0.6797"
"1","122","0.0906","0.6953"
"1","123","0.0999","0.75"
"1","124","0.0908","0.7031000000000001"
"1","125","0.0908","0.7402"
"1","126","0.0922","0.7617"
"1","127","0.0884","0.7188"
"1","128","0.0996","0.6953"
"1","129","0.0911","0.7245999999999999"
"1","130","0.0872","0.752"
"1","131","0.0918","0.7206999999999999"
"1","132","0.0927","0.7441"
"1","133","0.0913","0.7363"
"1","134","0.0893","0.7422"
"1","135","0.0841","0.7441"
"1","136","0.0886","0.7227"
"1","137","0.0945","0.7227"
"1","138","0.0922","0.748"
"1","139","0.0963","0.7245999999999999"
"1","140","0.0905","0.7383"
"1","141","0.0914","0.7402"
"1","142","0.0885","0.7168000000000001"
"1","143","0.0938","0.7343999999999999"
"1","144","0.0932","0.7148"
"1","145","0.0852","0.6816"
"1","146","0.1029","0.7461"
"1","147","0.088","0.7617"
"1","148","0.0862","0.7539"
"1","149","0.09","0.7206999999999999"
"1","150","0.0887","0.7383"
"1","151","0.0886","0.7559"
"1","152","0.0894","0.7422"
"1","153","0.0926","0.7343999999999999"
"1","154","0.0883","0.7617"
"1","155","0.0905","0.7383"
"1","156","0.0912","0.7402"
"1","157","0.0892","0.7441"
"1","158","0.0919","0.748"
"1","159","0.0931","0.7323999999999999"
"1","160","0.0895","0.7539"
"1","161","0.0886","0.7676000000000001"
"1","162","0.0906","0.752"
"1","163","0.094","0.7304999999999999"
"1","164","0.0888","0.75"
"1","165","0.0909","0.6895"
"1","166","0.094","0.7383"
"1","167","0.0927","0.7343999999999999"
"1","168","0.086","0.752"
"1","169","0.0883","0.748"
"1","170","0.0874","0.7539"
"1","171","0.0963","0.7245999999999999"
"1","172","0.0874","0.7304999999999999"
"1","173","0.0879","0.7402"
"1","174","0.0911","0.7773"
"1","175","0.0897","0.7695000000000001"
"1","176","0.086","0.7461"
"1","177","0.089","0.7734000000000001"
"1","178","0.0835","0.7539"
"1","179","0.0853","0.7656000000000001"
"1","180","0.0847","0.7539"
"1","181","0.0923","0.7559"
"1","182","0.0904","0.7422"
"1","183","0.0874","0.7461"
"1","184","0.0917","0.7734000000000001"
"1","185","0.0921","0.7383"
"1","186","0.0882","0.7441"
"1","187","0.0897","0.7422"
"1","188","0.0929","0.7695000000000001"
"1","189","0.0921","0.7323999999999999"
"1","190","0.0917","0.6953"
"1","191","0.0827","0.7793000000000001"
"1","192","0.0887","0.7617"
"1","193","0.0923","0.7129000000000001"
"1","194","0.089","0.752"
"1","195","0.0862","0.7422"
"1","196","0.0901","0.7695000000000001"
"1","197","0.0889","0.7539"
"1","198","0.0894","0.7656000000000001"
"1","199","0.0945","0.7422"
"1","200","0.096","0.7461"
"1","201","0.0934","0.7656000000000001"
"1","202","0.087","0.7637"
"1","203","0.0865","0.7539"
"1","204","0.0874","0.7284999999999999"
"1","205","0.0854","0.7441"
"1","206","0.0897","0.7383"
"1","207","0.0935","0.7051000000000001"
"1","208","0.0992","0.7363"
"1","209","0.0897","0.7422"
"1","210","0.0854","0.7383"
"1","211","0.0987","0.7676000000000001"
"1","212","0.0869","0.8066"
"1","213","0.0894","0.7598"
"1","214","0.0892","0.752"
"1","215","0.0859","0.7695000000000001"
"1","216","0.0842","0.75"
"1","217","0.0911","0.748"
"1","218","0.0931","0.7676000000000001"
"1","219","0.0903","0.7402"
"1","220","0.0896","0.7461"
"1","221","0.0861","0.7773"
"1","222","0.0947","0.7304999999999999"
"1","223","0.0898","0.7598"
"1","224","0.0882","0.7383"
"1","225","0.0872","0.748"
"1","226","0.0928","0.7422"
"1","227","0.0882","0.7676000000000001"
"1","228","0.0844","0.7754000000000001"
"1","229","0.0897","0.7461"
"1","230","0.0917","0.7676000000000001"
"1","231","0.0889","0.7656000000000001"
"1","232","0.0917","0.7695000000000001"
"1","233","0.0867","0.752"
"2","234","0.0853","0.7773"
"2","235","0.0864","0.7656000000000001"
"2","236","0.0902","0.7422"
"2","237","0.0878","0.7363"
"2","238","0.0896","0.7695000000000001"
"2","239","0.0872","0.7539"
"2","240","0.0901","0.7617"
"2","241","0.0918","0.748"
"2","242","0.087","0.752"
"2","243","0.0931","0.7578"
"2","244","0.0872","0.7539"
"2","245","0.0856","0.7773"
"2","246","0.0843","0.7929999999999999"
"2","247","0.0878","0.7422"
"2","248","0.0861","0.7831999999999999"
"2","249","0.0912","0.752"
"2","250","0.0925","0.7656000000000001"
"2","251","0.0944","0.7676000000000001"
"2","252","0.0895","0.75"
"2","253","0.0899","0.7812"
"2","254","0.0857","0.7559"
"2","255","0.091","0.7617"
"2","256","0.09","0.7363"
"2","257","0.0887","0.7695000000000001"
"2","258","0.0895","0.7539"
"2","259","0.0895","0.748"
"2","260","0.0934","0.75"
"2","261","0.0862","0.7656000000000001"
"2","262","0.0882","0.7598"
"2","263","0.0868","0.7656000000000001"
"2","264","0.0892","0.7617"
"2","265","0.088","0.7539"
"2","266","0.103","0.7422"
"2","267","0.0893","0.7461"
"2","268","0.0966","0.7812"
"2","269","0.0874","0.7734000000000001"
"2","270","0.0927","0.7637"
"2","271","0.0894","0.7852"
"2","272","0.0851","0.7793000000000001"
"2","273","0.0865","0.7578"
"2","274","0.0954","0.7265999999999999"
"2","275","0.0895","0.7343999999999999"
"2","276","0.0934","0.7206999999999999"
"2","277","0.0917","0.7148"
"2","278","0.0973","0.7578"
"2","279","0.092","0.6738"
"2","280","0.0843","0.7852"
"2","281","0.0878","0.7559"
"2","282","0.092","0.7656000000000001"
"2","283","0.0869","0.7773"
"2","284","0.0926","0.7773"
"2","285","0.0842","0.7890999999999999"
"2","286","0.0885","0.7383"
"2","287","0.0908","0.7559"
"2","288","0.0847","0.7284999999999999"
"2","289","0.0894","0.7754000000000001"
"2","290","0.0874","0.7948999999999999"
"2","291","0.0864","0.7578"
"2","292","0.0853","0.7929999999999999"
"2","293","0.0932","0.7402"
"2","294","0.0875","0.7578"
"2","295","0.0923","0.7637"
"2","296","0.0856","0.7773"
"2","297","0.0874","0.7734000000000001"
"2","298","0.0845","0.7422"
"2","299","0.0854","0.7656000000000001"
"2","300","0.0932","0.7637"
"2","301","0.0913","0.7304999999999999"
"2","302","0.0859","0.7909999999999999"
"2","303","0.0877","0.748"
"2","304","0.0893","0.7656000000000001"
"2","305","0.0894","0.7734000000000001"
"2","306","0.0881","0.7656000000000001"
"2","307","0.0857","0.7890999999999999"
"2","308","0.0865","0.8105"
"2","309","0.0877","0.7422"
"2","310","0.0924","0.7715000000000001"
"2","311","0.0883","0.7715000000000001"
"2","312","0.0908","0.7323999999999999"
"2","313","0.0882","0.7812"
"2","314","0.0875","0.7870999999999999"
"2","315","0.0905","0.7773"
"2","316","0.0952","0.7539"
"2","317","0.0858","0.7422"
"2","318","0.0883","0.752"
"2","319","0.0849","0.7676000000000001"
"2","320","0.0992","0.7578"
"2","321","0.0838","0.7831999999999999"
"2","322","0.0911","0.7422"
"2","323","0.0905","0.7852"
"2","324","0.0872","0.7461"
"2","325","0.0848","0.7637"
"2","326","0.0903","0.7422"
"2","327","0.0906","0.748"
"2","328","0.0876","0.7929999999999999"
"2","329","0.0918","0.7754000000000001"
"2","330","0.0856","0.7754000000000001"
"2","331","0.0973","0.7245999999999999"
"2","332","0.0841","0.7656000000000001"
"2","333","0.098","0.7754000000000001"
"2","334","0.0867","0.7812"
"2","335","0.0929","0.7422"
"2","336","0.1001","0.7968999999999999"
"2","337","0.089","0.75"
"2","338","0.0901","0.7793000000000001"
"2","339","0.0882","0.7812"
"2","340","0.0892","0.7637"
"2","341","0.0915","0.748"
"2","342","0.0872","0.7870999999999999"
"2","343","0.0942","0.7559"
"2","344","0.0995","0.7578"
"2","345","0.0878","0.7617"
"2","346","0.088","0.7617"
"2","347","0.0849","0.7968999999999999"
"2","348","0.0886","0.7617"
"2","349","0.0945","0.7109000000000001"
"2","350","0.0905","0.7676000000000001"
